No Revisions Needed,No Revision Email Sent,Revisions Needed,Revision Email Sent,Revisions Recieved,Revisions Incorporated,grant_id,grantee_name,Grantee First Name,Grantee Last Name,Grantee Email,FPO Name,FPO Email,gpra_1a_target_y2,gpra_1a_actual_y2,gpra_1b_target_y2,gpra_1b_actual_y2,gpra_2a_target_y2,gpra_2a_actual_y2,gpra_2b_target_y2,gpra_2b_actual_y2,gpra_3a_target_y2,gpra_3a_actual_y2,gpra_3b_target_y2,gpra_3b_actual_y2,Revisions Needed?,Revision Data Needed,Has the Executive Summary been included?,GPRA 1 Explanation of Progress,GPRA 2 Explanation of Progress,GPRA 3 Explanation of Progress,What revisions do this grantee require?,Modified By,Modified,meeting_targets
1.0,1.0,,,,,S184X99004019,Newfield College,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,5.0,0.0,5.0,8.0,5.0,0.0,5.0,2.0,0.0,0.0,5.0,6.0,No,,Yes,"Yes, includes both.","Yes, includes both.","No, does include information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004022,Queensdale University,Kendall,Allen,kendall.allen@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,20.0,28.0,20.0,28.0,20.0,28.0,20.0,28.0,0.0,3.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004023,Redwood College,Skyler,Young,skyler.young@example.edu,"Patel, Sam",sam.patel@agency.gov,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004024,Stonefield University,Jamie,King,jamie.king@example.edu,"Kim, Terry",terry.kim@agency.gov,0.0,1.0,6.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004025,Timberline College,Robin,Wright,robin.wright@example.edu,"Chen, Pat",pat.chen@agency.gov,2.0,2.0,20.0,21.0,7.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004026,Upland University,Terry,Scott,terry.scott@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,2.0,3.0,14.0,12.0,14.0,10.0,2.0,3.0,2.0,2.0,3.0,3.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004028,Westfield University,Dana,Nguyen,dana.nguyen@example.edu,"Clark, Jesse",jesse.clark@agency.gov,14.0,12.0,14.0,19.0,14.0,19.0,14.0,12.0,7.0,2.0,7.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004030,Yarmouth University,Sam,Flores,sam.flores@example.edu,"Young, Skyler",skyler.young@agency.gov,34.0,18.0,34.0,33.0,34.0,19.0,34.0,36.0,34.0,13.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004031,Zephyr College,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","No, does include information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004032,Ashford University,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,0.0,No,,No,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004033,Bayside College,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,0.0,2.0,42.0,31.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004034,Cedarwood University,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,12.0,4.0,12.0,4.0,12.0,29.0,12.0,12.0,8.0,2.0,14.0,2.0,No,,Yes,"Yes, includes information on the nature of training being provided.","Yes, includes information on the nature of practicum/internship experiences.","No, does include information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004035,Dunmore College,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,4.0,3.0,9.0,12.0,10.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004036,Eastfield University,Riley,Garcia,riley.garcia@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004037,Foxhill College,Avery,Miller,avery.miller@example.edu,"Robinson, Robin",robin.robinson@agency.gov,8.0,12.0,8.0,10.0,8.0,12.0,8.0,10.0,8.0,4.0,8.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004038,Glenview University,Quinn,Davis,quinn.davis@example.edu,"Clark, Jesse",jesse.clark@agency.gov,8.0,2.0,8.0,11.0,8.0,9.0,8.0,2.0,4.0,2.0,0.0,0.0,No,,Yes,"Yes, includes information on successes and/or challenges.","Yes, includes information on successes and/or challenges.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004039,Harborview College,Drew,Wilson,drew.wilson@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,9.0,12.0,10.0,14.0,10.0,14.0,9.0,12.0,9.0,6.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",none,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004040,Ivywood University,Reese,Moore,reese.moore@example.edu,"Young, Skyler",skyler.young@agency.gov,0.0,0.0,16.0,21.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes information on successes and/or challenges.","Yes, includes information on successes and/or challenges.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004043,Longview College,Hayden,Thomas,hayden.thomas@example.edu,"Patel, Sam",sam.patel@agency.gov,20.0,15.0,22.0,14.0,22.0,14.0,20.0,15.0,7.0,12.0,0.0,0.0,No,,Yes,"Yes, includes information on successes and/or challenges.","Yes, includes information on the nature of practicum/internship experiences.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004044,Meadowfield University,Cameron,Jackson,cameron.jackson@example.edu,"Kim, Terry",terry.kim@agency.gov,12.0,15.0,12.0,15.0,12.0,15.0,12.0,15.0,12.0,11.0,1.0,1.0,No,,Yes,"Yes, includes information on successes and/or challenges.","Yes, includes information on successes and/or challenges.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004048,Quarryhill University,Emerson,Thompson,emerson.thompson@example.edu,"Clark, Jesse",jesse.clark@agency.gov,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004049,Ravenwood College,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004050,Saltmarsh University,Finley,Walker,finley.walker@example.edu,"Young, Skyler",skyler.young@agency.gov,2.0,2.0,6.0,2.0,6.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004051,Thornfield College,Dakota,Hall,dakota.hall@example.edu,"Rivera, Dana",dana.rivera@agency.gov,8.0,8.0,16.0,15.0,16.0,17.0,8.0,8.0,8.0,4.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004053,Valewood College,Skyler,Young,skyler.young@example.edu,"Patel, Sam",sam.patel@agency.gov,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004054,Whitmore University,Jamie,King,jamie.king@example.edu,"Kim, Terry",terry.kim@agency.gov,6.0,10.0,10.0,15.0,10.0,14.0,6.0,10.0,4.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004055,Foxgate College,Robin,Wright,robin.wright@example.edu,"Chen, Pat",pat.chen@agency.gov,0.0,2.0,10.0,10.0,2.0,3.0,9.0,9.0,0.0,3.0,2.0,2.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004056,Coldwater University,Terry,Scott,terry.scott@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,20.0,16.0,20.0,45.0,20.0,30.0,20.0,15.0,20.0,15.0,20.0,3.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004058,Emberfield University,Dana,Nguyen,dana.nguyen@example.edu,"Clark, Jesse",jesse.clark@agency.gov,18.0,0.0,18.0,20.0,18.0,20.0,18.0,0.0,18.0,1.0,18.0,0.0,No,,Yes,"Yes, includes information on the nature of training being provided.","Yes, includes information on the nature of practicum/internship experiences.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004063,Junipervale College,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,0.0,0.0,10.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004064,Keystonebridge University,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,12.0,6.0,12.0,12.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,1.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004065,Lakecrest College,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,10.0,8.0,10.0,13.0,10.0,13.0,10.0,8.0,7.0,6.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004066,Marblehill University,Riley,Garcia,riley.garcia@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,4.0,4.0,5.0,7.0,5.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004068,Orchard University,Quinn,Davis,quinn.davis@example.edu,"Clark, Jesse",jesse.clark@agency.gov,2.0,2.0,13.0,13.0,13.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004069,Pinebrook College,Drew,Wilson,drew.wilson@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,14.0,8.0,21.0,25.0,7.0,6.0,7.0,8.0,0.0,7.0,7.0,7.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004071,Rivergate College,Sage,Anderson,sage.anderson@example.edu,"Rivera, Dana",dana.rivera@agency.gov,3.0,4.0,12.0,15.0,12.0,4.0,3.0,4.0,3.0,4.0,0.0,3.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004072,Stonecrest University,Blake,Taylor,blake.taylor@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,2.0,1.0,10.0,8.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004073,Tidewater College,Hayden,Thomas,hayden.thomas@example.edu,"Patel, Sam",sam.patel@agency.gov,1.0,0.0,9.0,10.0,11.0,10.0,6.0,6.0,2.0,1.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004076,Westmoor University,Sydney,Harris,sydney.harris@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004077,Xanadu College,Harper,Martin,harper.martin@example.edu,"Robinson, Robin",robin.robinson@agency.gov,0.0,1.0,55.0,54.0,5.0,5.0,1.0,1.0,0.0,7.0,13.0,13.0,No,,Yes,"Yes, includes both.","Yes, includes information on successes and/or challenges.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004078,Yellowstone University,Emerson,Thompson,emerson.thompson@example.edu,"Clark, Jesse",jesse.clark@agency.gov,5.0,5.0,34.0,29.0,34.0,44.0,5.0,5.0,2.0,3.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004079,Zion College,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004080,Arcadia University,Finley,Walker,finley.walker@example.edu,"Young, Skyler",skyler.young@agency.gov,0.0,0.0,21.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes information on the nature of practicum/internship experiences.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,5
1.0,1.0,,,,,S184X99004081,Birchwood College,Dakota,Hall,dakota.hall@example.edu,"Rivera, Dana",dana.rivera@agency.gov,0.0,0.0,15.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004083,Dawnfield College,Skyler,Young,skyler.young@example.edu,"Patel, Sam",sam.patel@agency.gov,24.0,32.0,24.0,32.0,24.0,32.0,24.0,32.0,18.0,10.0,18.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",na,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004085,Fireside College,Robin,Wright,robin.wright@example.edu,"Chen, Pat",pat.chen@agency.gov,0.0,0.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes information on the nature of training being provided.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004087,Harrowgate College,Pat,Torres,pat.torres@example.edu,"Robinson, Robin",robin.robinson@agency.gov,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004089,Jadeview College,Chris,Hill,chris.hill@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004090,Knollwood University,Sam,Flores,sam.flores@example.edu,"Young, Skyler",skyler.young@agency.gov,2.0,2.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004091,Laurelwood College,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,30.0,14.0,30.0,35.0,30.0,49.0,30.0,14.0,8.0,13.0,0.0,0.0,No,,Yes,"Yes, includes information on the nature of training being provided.","Yes, includes information on the nature of practicum/internship experiences.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004092,Midland University,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,15.0,14.0,15.0,19.0,15.0,19.0,15.0,14.0,15.0,3.0,15.0,,No,,Yes,"Yes, includes information on successes and/or challenges.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,2
1.0,1.0,,,,,S184X99004093,Oldfield University,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,5.0,5.0,24.0,22.0,24.0,22.0,5.0,5.0,5.0,4.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004094,Pebblebrook College,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,4.0,4.0,20.0,22.0,20.0,33.0,4.0,4.0,3.0,14.0,1.0,1.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004095,Quailridge University,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,160.0,145.0,160.0,159.0,40.0,43.0,40.0,44.0,3.0,3.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004096,Rowanfield College,Riley,Garcia,riley.garcia@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,0.0,0.0,10.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004098,Thornwood College,Quinn,Davis,quinn.davis@example.edu,"Clark, Jesse",jesse.clark@agency.gov,1.0,1.0,10.0,10.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
1.0,1.0,,,,,S184X99004099,Underwood University,Drew,Wilson,drew.wilson@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,4.0,1.0,24.0,27.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,3
1.0,1.0,,,,,S184X99004100,Vistapeak College,Reese,Moore,reese.moore@example.edu,"Young, Skyler",skyler.young@agency.gov,20.0,45.0,20.0,30.0,20.0,30.0,20.0,10.0,5.0,10.0,5.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,4
1.0,1.0,,,,,S184X99004101,Whitewater University,Sage,Anderson,sage.anderson@example.edu,"Rivera, Dana",dana.rivera@agency.gov,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,3.0,0.0,0.0,No,,Yes,"Yes, includes both.","Yes, includes both.","Yes, includes information on successes or challenges.",,automation@smartsheet.com,2025-06-02 07:04:19,6
